iteration,dataset,model,noise_model,Accuracy,Precision,Recall,F1,ROC AUC,Min number of executions,Avg number of executions,Max number of executions,Classification time[s],Min time per forward pass[s],Avg time per forward pass[s],Max time per forward pass[s]
1,B,X,None,0.6298701298701299,0.48214285714285715,0.4909090909090909,0.4864864864864865,0.6746556473829202,1024,1024.0,1024,3.3833519109975896,0.019250795001426013,0.021848355850727183,0.10893119399770512
2,B,X,None,0.6363636363636364,0.49122807017543857,0.509090909090909,0.5,0.672635445362718,1024,1024.0,1024,3.337077693999163,0.01921029500226723,0.02154483051309434,0.03327019100106554
3,B,X,None,0.6493506493506493,0.5087719298245614,0.5272727272727272,0.5178571428571429,0.6751147842056933,1024,1024.0,1024,3.4191496710009233,0.01911879500039504,0.022075660233871554,0.051270585998281604
4,B,X,None,0.6298701298701299,0.48333333333333334,0.5272727272727272,0.5043478260869565,0.6753902662993572,1024,1024.0,1024,3.317600008002046,0.01922522399763693,0.02142064016896422,0.04453195499809226
5,B,X,None,0.6363636363636364,0.4915254237288136,0.5272727272727272,0.5087719298245614,0.6710743801652894,1024,1024.0,1024,3.5803540159977274,0.0193150240011164,0.023116795434940617,0.06082217500079423
6,B,X,None,0.6298701298701299,0.4827586206896552,0.509090909090909,0.49557522123893805,0.6751147842056933,1024,1024.0,1024,3.404131775001588,0.01938132700161077,0.021975139318204707,0.028537836002215045
7,B,X,None,0.6493506493506493,0.5087719298245614,0.5272727272727272,0.5178571428571429,0.6730945821854913,1024,1024.0,1024,3.4172598859986465,0.019385626997973304,0.022064799746634913,0.10454334600217408
8,B,X,None,0.6168831168831169,0.46296296296296297,0.45454545454545453,0.45871559633027525,0.6714416896235078,1024,1024.0,1024,3.5119089640029415,0.019555626997316722,0.022672647032435066,0.03162304400029825
9,B,X,None,0.6233766233766234,0.4745762711864407,0.509090909090909,0.49122807017543857,0.6702479338842975,1024,1024.0,1024,3.3862914020028256,0.019320213999890257,0.021860288279475008,0.028261320996534778
10,B,X,None,0.6298701298701299,0.4827586206896552,0.509090909090909,0.49557522123893805,0.6717171717171717,1024,1024.0,1024,3.4983469670005434,0.019298914998216787,0.022585586058451186,0.02735272100107977
11,B,X,None,0.6363636363636364,0.49122807017543857,0.509090909090909,0.5,0.6769513314967861,1024,1024.0,1024,3.4715515749994665,0.019519609999406384,0.022412304344187135,0.026549012996838428
12,B,X,None,0.6428571428571429,0.5,0.5454545454545454,0.5217391304347826,0.6743801652892563,1024,1024.0,1024,3.523800602000847,0.01920590900044772,0.022754022662364197,0.10896475600020494
13,B,X,None,0.6363636363636364,0.49122807017543857,0.509090909090909,0.5,0.6756657483930212,1024,1024.0,1024,3.5624350309990405,0.01923969099880196,0.022997553493514244,0.044707922999805305
14,B,X,None,0.6298701298701299,0.4827586206896552,0.509090909090909,0.49557522123893805,0.6722681359044995,1024,1024.0,1024,3.417262650000339,0.019446692000201438,0.022063782220782317,0.026665589000913315
15,B,X,None,0.6493506493506493,0.5081967213114754,0.5636363636363636,0.5344827586206896,0.6776859504132231,1024,1024.0,1024,3.368013207000331,0.019298991999676218,0.021745972811606715,0.026565888998447917
16,B,X,None,0.6623376623376623,0.5245901639344263,0.5818181818181818,0.5517241379310345,0.6777777777777778,1024,1024.0,1024,3.422992242998589,0.01925500099969213,0.02210272105846591,0.031766700001753634
17,B,X,None,0.6363636363636364,0.49122807017543857,0.509090909090909,0.5,0.6712580348943985,1024,1024.0,1024,3.3406439020000107,0.019171800999174593,0.02156894742195134,0.024595300001237774
18,B,X,None,0.6428571428571429,0.5,0.5454545454545454,0.5217391304347826,0.6756657483930211,1024,1024.0,1024,3.4595020359993214,0.019324589000461856,0.02234019966217838,0.11188533300082781
19,B,X,None,0.6493506493506493,0.5079365079365079,0.5818181818181818,0.5423728813559322,0.6767676767676768,1024,1024.0,1024,3.3477031020011054,0.01946388899887097,0.021614333870145077,0.03356207999968319
20,B,X,None,0.6298701298701299,0.4827586206896552,0.509090909090909,0.49557522123893805,0.6743801652892562,1024,1024.0,1024,3.456158750002942,0.019284089001303073,0.02231415361038435,0.02835299800062785
21,B,X,None,0.6623376623376623,0.5254237288135594,0.5636363636363636,0.543859649122807,0.6816345270890725,1024,1024.0,1024,3.3889790479988733,0.019491598999593407,0.02188140031802351,0.02715759800048545
22,B,X,None,0.6298701298701299,0.4827586206896552,0.509090909090909,0.49557522123893805,0.6765840220385675,1024,1024.0,1024,3.5303396900017106,0.01936429800116457,0.02279707916884992,0.03591089800102054
23,B,X,None,0.6363636363636364,0.49122807017543857,0.509090909090909,0.5,0.6780532598714417,1024,1024.0,1024,3.413228434998018,0.019339498001500033,0.022033295681727134,0.02548779700009618
24,B,X,None,0.6428571428571429,0.5,0.509090909090909,0.5045045045045045,0.6742883379247016,1024,1024.0,1024,3.5507911520035123,0.01925049800047418,0.022928354889593827,0.10439928800042253
25,B,X,None,0.6428571428571429,0.5,0.5454545454545454,0.5217391304347826,0.6748393021120294,1024,1024.0,1024,3.364572099002544,0.019570000000385335,0.02172312401962227,0.025649098999565467
