iteration,dataset,model,noise_model,Accuracy,Precision,Recall,F1,ROC AUC,Min number of executions,Avg number of executions,Max number of executions,Classification time[s],Min time per forward pass[s],Avg time per forward pass[s],Max time per forward pass[s]
1,C,X,,0.7982456140350878,0.7857142857142857,0.9295774647887324,0.8516129032258064,0.9079593842122504,1024,1024.0,1024,2.471041154996783,0.0191879000012704,0.0215503873243601,0.031083801000932
2,C,X,,0.8245614035087719,0.8072289156626506,0.943661971830986,0.8701298701298701,0.9151654110710776,1024,1024.0,1024,2.7599536790003185,0.0194156010002188,0.0240763375351027,0.0740389019993017
3,C,X,,0.8245614035087719,0.8148148148148148,0.9295774647887324,0.868421052631579,0.9166393711103832,1024,1024.0,1024,2.472752470999694,0.0193802009998762,0.021566983947419,0.0271503999974811
4,C,X,,0.8070175438596491,0.8024691358024691,0.9154929577464788,0.8552631578947368,0.9166393711103832,1024,1024.0,1024,2.6418097850000777,0.0195321009996405,0.0230403305702151,0.0490352019987767
5,C,X,,0.8070175438596491,0.7951807228915663,0.9295774647887324,0.8571428571428571,0.9099246642646578,1024,1024.0,1024,2.549203452999791,0.019162601998687,0.0222411443070373,0.1680527159987832
6,C,X,,0.8070175438596491,0.7951807228915663,0.9295774647887324,0.8571428571428571,0.9061578774975434,1024,1024.0,1024,2.409609039001225,0.01905330199952,0.0210174257455244,0.0249602020012389
7,C,X,,0.8245614035087719,0.8148148148148148,0.9295774647887324,0.868421052631579,0.9161480510972814,1024,1024.0,1024,2.658745962999092,0.0198293020002893,0.023186142657754,0.0393869039980927
8,C,X,,0.8157894736842105,0.8048780487804879,0.9295774647887324,0.8627450980392157,0.9086144775630526,1024,1024.0,1024,2.665776666999591,0.0194023080002807,0.0232522593333557,0.0467922200004977
9,C,X,,0.8157894736842105,0.7976190476190477,0.943661971830986,0.864516129032258,0.9138552243694726,1024,1024.0,1024,2.4540735439986747,0.0190379080013372,0.0214049003156935,0.025969410999096
10,C,X,,0.7719298245614035,0.7647058823529411,0.9154929577464788,0.8333333333333334,0.9095971175892564,1024,1024.0,1024,2.565568591999181,0.0192743089974101,0.0223771393333057,0.0428104179991351
11,C,X,,0.8070175438596491,0.7951807228915663,0.9295774647887324,0.8571428571428571,0.9145103177202752,1024,1024.0,1024,3.653036759998941,0.0226524040008371,0.0318603399385832,0.0723075150017393
12,C,X,,0.8157894736842105,0.7976190476190477,0.943661971830986,0.864516129032258,0.9043563707828366,1024,1024.0,1024,3.255839072997333,0.0216783049982041,0.0283713699123485,0.0838157170001068
13,C,X,,0.8157894736842105,0.8125,0.9154929577464788,0.8609271523178808,0.9202423845397968,1024,1024.0,1024,3.260723905001214,0.0213281040014408,0.0284337938596364,0.0898720180011878
14,C,X,,0.8245614035087719,0.8148148148148148,0.9295774647887324,0.868421052631579,0.9190959711758926,1024,1024.0,1024,2.5873458300011407,0.0202848039989476,0.0225661634210011,0.0271783050011436
15,C,X,,0.7982456140350878,0.7857142857142857,0.9295774647887324,0.8516129032258064,0.9071405175237472,1024,1024.0,1024,2.703855448999093,0.020485703000304,0.0235875924998956,0.1387304230011068
